,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,0.9999839577960179,0.9998342931702556,0.9999578149680638,0.9981808846211293,0.9998574348097349,0.9998488919946428,0.9976065237808265,0.9995199794830874,,,,,,,,,
4,,,,,,,0.9557763755772327,0.8599772476704611,0.998853963745211,0.9876413077894748,0.9834314865580566,0.9938381424675795,0.9999989056698606,0.999881376403907,0.9990195839118095,0.9974311370675462,0.9985723186145352,0.999520244882142,,,,,,,
5,,,,,,0.9996292060165788,0.9965924201658024,0.9162622789228422,0.9984250626084598,0.9946982451010493,0.9978333929906108,0.9999858842706572,0.9978691926084201,0.9994747189655283,0.9944572407313904,0.9279933754516377,0.9776141344975893,0.6881620353663769,0.9999553525429331,,,,,,
6,,,,,0.9982654807657558,0.9781001286059298,0.9991671587589155,0.986612153842333,0.9873620908069166,0.9994550112487229,0.9988601878110142,0.9998060504074993,0.9999051646014102,0.998784378760846,0.9164971888744307,0.838637556762363,0.9995472438859209,0.965160108590157,0.9935734520006755,0.9784413399890012,,,,,
7,,,,,0.9965587356552913,0.9945885119170005,0.9975749057861671,0.9987539243793538,0.9999649272573474,0.9996614938837419,0.993598273573645,0.9915477730760379,0.9931581422293919,0.9502901340570787,-0.4493303276736185,0.8674744163710808,0.9964172476391715,0.9891117841063023,0.9518725663137468,0.9987131911030874,0.9988227517884145,,,,
8,,,,0.9997652651242619,0.9985850315870191,0.9996435736792193,0.9968057599216816,0.9996473281824919,0.9991214183947962,0.9997731574685557,0.9998102159051708,0.9798217998397327,0.9779069367417943,0.9998508259841743,0.9975456202905667,0.9833420728891734,0.9999791502153966,0.9984841069024073,0.9974155126222146,0.9982570421981327,0.9904313248314401,,,,
9,,,,0.9992074924300762,0.9989639656012581,0.999937969620772,0.9922955343895403,0.9986467559103329,0.9994420660277431,0.8468264036743581,0.8989373271245235,0.9792978018437125,0.9989149064251379,0.9942046347383284,0.994818814029749,0.9641060551589412,0.9998794371384443,0.9922497486863325,0.9985356427618306,0.9987315930836992,0.9968577293657129,0.9999999960771203,,,
10,,,0.9993095793157336,0.9998121467266744,0.9993712504383795,0.9987384098403342,0.9975337930008791,0.9980467610179317,0.9977284007535271,0.9998741786751448,0.9944571954240421,0.9953007827150857,0.9924282541723967,0.990926859695263,0.996159167707246,0.9907770964699609,0.9999998730920199,0.9984985641415024,0.9999016828033098,0.9961521107628992,0.9996419224502376,0.9997799317216797,,,
