,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.972444474697113,-0.9025496244430542,-0.19404564797878265,0.5130919218063354,-0.6952341198921204,-2.897993803024292,-4.229560375213623,-3.1155638694763184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,2.1204020977020264,0.9911458492279053,-0.5692291259765625,-1.2411952018737793,-0.23765091598033905,0.9184759259223938,1.2545850276947021,0.6910641193389893,-1.406614899635315,-2.2263166904449463,-3.8371424674987793,-3.7031219005584717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,3.6195714473724365,3.0485992431640625,3.0519750118255615,0.15560856461524963,-2.226571798324585,-2.0879063606262207,-0.11267025023698807,1.2218987941741943,0.2211027294397354,-1.1607367992401123,-1.4525189399719238,-4.957024097442627,-4.390661716461182,-5.4560866355896,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,3.586658477783203,4.146698474884033,4.499958038330078,3.6314096450805664,-0.13939130306243896,-5.0030107498168945,-7.1382880210876465,-6.02627420425415,-2.373371124267578,-1.6615917682647705,-1.7730640172958374,-3.415896415710449,-6.155812740325928,-5.733585834503174,-6.456300735473633,-7.446020603179932,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,3.6910886764526367,4.75404691696167,5.300522327423096,1.7438982725143433,-4.327025890350342,-8.833083152770996,-11.058724403381348,-8.799311637878418,-5.818278789520264,-3.2575573921203613,-2.7922868728637695,-5.043127059936523,-6.111081123352051,-8.392266273498535,-8.399436950683594,-9.284955978393555,-9.598784446716309,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,3.699875593185425,6.442287445068359,8.353164672851562,5.25347375869751,-4.391987323760986,-9.363624572753906,-10.888335227966309,-10.966609001159668,-9.032499313354492,-6.063016891479492,-2.9958791732788086,-1.6808581352233887,-0.5219202637672424,-4.120818138122559,-6.224249839782715,-9.497008323669434,-11.280776977539062,-11.903194427490234,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,10.066219329833984,10.15506362915039,10.21124267578125,6.0839691162109375,-3.696349620819092,-9.152870178222656,-10.73549747467041,-8.97661018371582,-5.86719274520874,-2.4960362911224365,0.27903008460998535,2.0335185527801514,1.2269128561019897,0.05799347907304764,-3.0299863815307617,-7.414725303649902,-11.058515548706055,-10.60073471069336,-12.194689750671387,0.0,0.0,0.0
