,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3865439897,2.2871696294,2.9351607052,3.2473728552,4.1795511502,4.7848776989,5.5414397167,4.7260880271,2.8484098121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,-2.1574534762,-0.7284061202,1.7521972334,3.2870605487,4.4303533867,3.7360992541,2.101488158,1.4047990244,3.457581576,5.5143320818,5.2047208493,3.2837135357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,1.1974931617,0.3041751671,0.9551998414,2.5262814757,3.8704797877,4.4266262303,3.4347726713,0.6896143604,-0.2781268724,2.0209534696,5.554296353,7.0813277786,6.3665905908,5.6786252797,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,4.3095523355,3.0907420072,2.9786634198,3.4174451987,4.0518093874,4.9323576292,5.1529198976,4.0942326639,1.2684409299,0.2992825761,1.8566632911,4.8689829874,7.2837120074,7.5485870974,7.0344750316,5.6439328937,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,3.3755953076,2.487313156,3.4166852138,4.3653920463,4.8260660378,5.9580822954,6.8096614377,6.6847775439,4.8149676024,3.8944418041,3.9580869848,4.8594217322,6.1570443279,6.7560880939,6.0945927189,4.6645220103,3.9199011445,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,3.3795335206,1.7305600097,0.3971210537,1.6901530935,2.8219268926,3.7598100558,5.6255942215,7.5198731378,8.6075663078,7.9829372921,7.1854290919,6.1974041414,5.2447612096,4.5568584002,4.06042587,3.0453467282,2.6954864944,3.4418027574,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,2.4244205626,1.0651137403,-0.5906808759,-0.858638894,-0.7314662895,0.0419979411,2.2286607625,4.5981584572,6.6678712785,7.5347853866,7.4871125686,6.3787298159,4.3716165545,2.2358386485,0.7342039106,0.143548794,1.2093367868,3.0985957876,4.5544966198,0.0,0.0,0.0
10,0.0,0.0,1.4039395501,1.5822751055,0.6258122837,-1.3380015824,-3.0477000542,-4.0779058228,-4.221025125,-3.0416108155,-1.281854043,0.9715481203,2.9510639235,3.9567989056,3.4153195359,1.375681672,-0.7326322336,-1.7107655303,-0.808026683,1.1443365716,2.760018475,3.3372189428,0.0,0.0,0.0
