,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6442463397979736,2.670071601867676,1.1130753755569458,-0.6239100694656372,-0.6202663779258728,2.4705922603607178,5.582367897033691,7.429129123687744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,2.612302780151367,2.3701601028442383,2.5481865406036377,2.1642513275146484,0.6925315856933594,0.2681313157081604,1.669497013092041,4.331462860107422,5.687690734863281,4.9187421798706055,3.440040349960327,2.192840576171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,3.9576659202575684,3.652660369873047,2.8278305530548096,2.8681530952453613,1.480190634727478,0.4488561153411865,1.0680004358291626,2.635887861251831,3.46411395072937,2.7924020290374756,1.2764379978179932,1.9284553527832031,2.587618350982666,2.816481351852417,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,3.3980629444122314,4.7050862312316895,4.554134845733643,3.9859352111816406,2.9176924228668213,1.3540669679641724,0.979494571685791,1.9142775535583496,2.307159662246704,1.5069983005523682,0.765302836894989,-0.31712988018989563,1.2377759218215942,1.9337489604949951,3.6541624069213867,3.7011642456054688,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,2.2920424938201904,4.350752830505371,5.514979362487793,4.680281639099121,3.093369722366333,2.086129665374756,1.8334243297576904,2.3496153354644775,1.2687797546386719,0.2895960509777069,0.20270824432373047,1.3418500423431396,0.8919416666030884,1.279111385345459,2.193493604660034,2.9554245471954346,2.018037796020508,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,-0.5046253204345703,2.7604620456695557,5.275355815887451,5.700297832489014,4.692081928253174,3.0113348960876465,3.197028875350952,2.6736690998077393,1.591759443283081,0.5826429128646851,0.05815763771533966,0.20004740357398987,0.7776476144790649,0.8936706185340881,0.7434810400009155,2.018430709838867,2.379474639892578,1.5301586389541626,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.6708608269691467,3.229376792907715,5.056061744689941,4.888575553894043,3.6893088817596436,2.8378279209136963,2.7958180904388428,1.5883628129959106,0.6751985549926758,-0.23643465340137482,-0.769855797290802,-0.9064738750457764,-0.593788743019104,0.41853857040405273,1.1033267974853516,1.9909894466400146,2.250293016433716,1.3279025554656982,-0.08334742486476898,0.0,0.0,0.0
