,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5998660215,3.5576507728,3.6670043452,2.0317368299,-0.7481624041,-1.8766375763,-1.0732659135,0.6432110521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,1.359221977,1.1384485764,1.5083364634,2.8822890717,4.4493406276,3.8430801761,0.2974618169,-2.1603131568,-1.8277736021,0.7677571497,1.0860826936,0.0502118046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,1.8750505758,2.1396456158,1.708240551,0.5717002022,0.5116255461,1.9240081516,2.2989622266,0.1265714028,-1.7102095065,-1.0728176825,1.7488106662,1.6530312923,0.4749922096,-0.3175128327,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.6775073674,1.6397433337,0.9649821927,-0.9311583392,-3.310406304,-4.2548252762,-2.8817286697,-1.7327285481,-1.3560826992,-1.0693329091,1.288772109,4.5322607986,4.9793456456,3.6610977806,2.040732852,1.5173711339,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,-0.1727755811,0.1189598166,-2.5214825807,-6.0745148681,-8.5630113298,-7.8581071438,-5.2799379085,-3.1206447074,-1.5624415247,-0.1310589214,3.4779106415,6.7582958845,8.0718008645,6.860954525,4.3924287251,2.5093469788,1.2038114224,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,-5.7012871393,-3.9386211678,-4.0914671887,-7.2672115503,-11.283649487,-12.6845252445,-9.8377966384,-5.9407593518,-2.8500994724,-1.0613799412,0.8299467496,4.4097302309,7.1953381828,8.682243497,7.9762142798,5.5089726339,3.0882615641,1.0203796359,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,-11.0083580457,-9.7328559298,-9.1150350737,-10.6054785294,-13.3025242457,-14.0549122348,-11.2112139058,-7.1682885205,-3.2282461177,-0.6375184881,1.3721217908,4.0236153698,5.7141377367,6.8612890754,6.619161596,5.1430645522,3.250756705,1.3973462213,1.4323692324,0.0,0.0,0.0
10,0.0,0.0,-12.8847288573,-13.5487230938,-12.9586693111,-12.1512604743,-11.953178901,-12.117160496,-12.2509045386,-11.050614047,-8.7056432997,-4.2930141358,-0.2138953417,1.8849604215,3.1352966833,4.1359729504,5.0869386015,5.3666220727,5.1723727311,4.5470546867,3.4967303053,2.9704627096,0.0,0.0,0.0
